Campus,Student_ID,Rank,Maths_GPA,Physics_GPA,Chem_GPA,PUC_GPA,Gender
Nuzvid,N230135,452,9.0,9.2,8.35,8.95,M
Nuzvid,N230072,453,9.0,8.75,8.4,8.95,F
Nuzvid,N230653,454,9.0,8.6,8.6,8.95,F
Nuzvid,N230056,455,8.75,8.7,8.35,8.95,F
Nuzvid,N231083,456,9.5,8.75,8.5,8.94,M
Nuzvid,N230926,457,9.0,8.95,8.4,8.94,F
Nuzvid,N230253,458,9.0,8.8,8.2,8.94,F
Nuzvid,N230454,459,8.75,9.0,8.4,8.94,M
Nuzvid,N230883,460,8.5,8.8,8.6,8.94,F
Nuzvid,N230642,461,8.5,9.4,8.0,8.93,F
Nuzvid,N231087,462,8.0,9.15,9.0,8.93,F
Nuzvid,N230064,463,7.75,8.7,9.0,8.93,F
Nuzvid,N230871,464,9.0,8.75,8.25,8.92,M
Nuzvid,N230606,465,8.75,9.0,8.4,8.92,F
Nuzvid,N230893,466,8.5,8.8,8.4,8.92,F
Nuzvid,N230353,467,8.5,8.8,8.2,8.92,F
Nuzvid,N230695,468,9.25,9.15,8.75,8.91,M
Nuzvid,N230048,469,9.0,9.0,8.05,8.91,M
Nuzvid,N230795,470,7.75,9.0,8.6,8.91,F
Nuzvid,N230573,471,7.75,8.8,8.6,8.91,F
Nuzvid,N230711,472,7.75,8.4,8.8,8.91,M
Nuzvid,N230660,473,9.5,8.4,8.0,8.9,F
Nuzvid,N230977,474,9.25,8.8,8.0,8.9,F
Nuzvid,N231044,475,9.0,9.4,7.9,8.9,M
Nuzvid,N230756,476,8.75,9.0,8.4,8.9,F
Nuzvid,N230462,477,8.5,8.8,8.4,8.9,M
Nuzvid,N230992,478,8.5,8.75,8.75,8.9,F
Nuzvid,N230600,479,8.25,9.2,8.4,8.9,F
Nuzvid,N230385,480,8.0,9.0,8.6,8.9,F
Nuzvid,N230077,481,7.75,9.1,8.8,8.9,F
Nuzvid,N230650,482,7.5,8.8,8.8,8.9,F
Nuzvid,N230116,483,9.75,9.0,8.0,8.89,M
Nuzvid,N230903,484,9.25,9.15,8.1,8.89,M
Nuzvid,N230610,485,9.0,8.95,8.6,8.89,M
Nuzvid,N230850,486,8.5,9.0,9.0,8.89,F
Nuzvid,N230493,487,8.25,8.75,8.6,8.89,F
Nuzvid,N230781,488,9.0,9.0,8.8,8.88,M
Nuzvid,N230735,489,8.75,8.6,8.4,8.88,F
Nuzvid,N230383,490,8.5,8.6,8.2,8.88,F
Nuzvid,N231059,491,8.5,8.55,8.15,8.88,F
Nuzvid,N230483,492,8.25,9.2,8.8,8.88,M
Nuzvid,N231072,493,8.25,9.0,8.5,8.88,M
Nuzvid,N230184,494,8.25,8.4,7.95,8.88,F
Nuzvid,N230443,495,9.0,8.8,8.2,8.87,M
Nuzvid,N230470,496,8.75,8.95,8.15,8.87,F
Nuzvid,N230497,497,8.5,8.75,8.4,8.87,F
Nuzvid,N230566,498,8.5,8.4,7.75,8.87,F
Nuzvid,N230255,499,8.0,8.6,8.4,8.87,F
Nuzvid,N230451,500,7.75,9.2,8.6,8.87,F
Nuzvid,N230015,501,9.0,9.2,7.9,8.86,M
Nuzvid,N230897,502,8.75,8.6,8.2,8.86,F
Nuzvid,N230057,503,8.5,8.8,8.3,8.86,M
Nuzvid,N230743,504,8.25,9.0,8.6,8.86,F
Nuzvid,N231036,505,7.75,9.4,8.4,8.86,F
Nuzvid,N231073,506,8.25,9.15,8.35,8.85,F
Nuzvid,N230079,507,8.25,9.0,8.9,8.85,M
Nuzvid,N230450,508,8.25,9.0,8.8,8.85,F
Nuzvid,N230503,509,8.75,9.2,8.15,8.84,M
Nuzvid,N230716,510,8.75,8.6,8.2,8.84,F
Nuzvid,N231006,511,8.75,8.55,8.75,8.84,F
Nuzvid,N230652,512,8.75,8.4,8.4,8.84,F
Nuzvid,N230874,513,8.25,9.0,7.9,8.84,F
Nuzvid,N230083,514,10.0,8.8,7.8,8.83,M
Nuzvid,N230294,515,8.25,8.6,8.0,8.83,F
Nuzvid,N230402,516,7.75,8.2,8.4,8.83,F
Nuzvid,N231043,517,9.75,9.55,8.35,8.82,M
Nuzvid,N230772,518,8.75,8.6,8.35,8.82,M
Nuzvid,N230401,519,8.75,8.6,7.6,8.82,M
Nuzvid,N230431,520,8.5,8.95,8.6,8.82,M
Nuzvid,N230668,521,8.5,8.6,8.0,8.82,M
Nuzvid,N230502,522,8.25,9.2,8.15,8.82,M
Nuzvid,N230370,523,8.0,8.8,8.6,8.82,F
Nuzvid,N230146,524,8.75,9.4,7.95,8.81,M
Nuzvid,N230787,525,8.25,9.2,8.4,8.81,F
Nuzvid,N230408,526,8.0,9.2,8.6,8.81,M
Nuzvid,N230589,527,8.0,8.8,8.8,8.81,F
Nuzvid,N230449,528,9.0,9.2,7.4,8.8,F
Nuzvid,N230474,529,9.0,8.95,7.55,8.8,F
Nuzvid,N230100,530,8.75,8.7,8.0,8.8,F
Nuzvid,N230110,531,8.5,8.8,8.2,8.8,F
Nuzvid,N230049,532,8.75,9.15,8.5,8.79,M
Nuzvid,N230195,533,8.75,8.4,8.55,8.79,M
Nuzvid,N230582,534,8.5,8.75,8.4,8.79,F
Nuzvid,N231013,535,8.25,9.0,8.0,8.79,F
Nuzvid,N230718,536,7.75,8.4,8.4,8.79,F
Nuzvid,N230141,537,9.0,8.4,8.2,8.78,F
Nuzvid,N230495,538,8.75,8.6,8.2,8.78,M
Nuzvid,N230163,539,8.75,8.6,8.2,8.78,F
Nuzvid,N230437,540,8.5,9.15,8.0,8.78,M
Nuzvid,N231063,541,7.75,8.95,8.0,8.78,F
Nuzvid,N230994,542,7.75,8.8,8.2,8.78,F
Nuzvid,N231010,544,9.0,9.0,7.95,8.77,F
Nuzvid,N230331,545,9.0,9.0,7.85,8.77,M
Nuzvid,N230873,546,8.25,9.4,8.5,8.77,M
Nuzvid,N230411,547,8.0,8.8,8.2,8.77,F
Nuzvid,N230425,548,9.0,8.55,7.8,8.76,M
Nuzvid,N230703,549,8.5,8.6,8.2,8.76,F
Nuzvid,N230563,550,8.0,8.8,8.2,8.76,F
Nuzvid,N231071,551,8.0,8.7,8.55,8.76,F
Nuzvid,N230090,552,9.0,8.35,8.95,8.75,M
Nuzvid,N230693,553,8.75,8.6,8.4,8.75,F
Nuzvid,N230239,554,8.5,8.6,8.0,8.75,F
Nuzvid,N230614,555,9.0,8.4,7.8,8.74,M
Nuzvid,N230776,556,8.5,8.4,8.2,8.74,F
Nuzvid,N230435,557,8.25,8.95,8.2,8.74,M
Nuzvid,N230248,558,7.25,8.6,8.4,8.74,F
Nuzvid,N231042,559,7.25,8.0,8.8,8.74,F
Nuzvid,N231104,560,9.25,8.4,8.3,8.73,M
Nuzvid,N230950,561,8.0,8.35,8.75,8.73,F
Nuzvid,N230931,562,7.5,8.4,8.15,8.73,M
Nuzvid,N230739,563,9.5,9.0,7.4,8.72,F
Nuzvid,N231051,564,8.0,7.95,8.2,8.72,F
Nuzvid,N230342,565,8.75,9.15,8.15,8.71,M
Nuzvid,N231004,566,8.0,8.9,8.4,8.71,F
Nuzvid,N230243,567,7.25,8.6,7.95,8.71,F
Nuzvid,N230364,568,9.5,8.6,7.75,8.7,M
Nuzvid,N230819,569,8.75,8.6,7.8,8.7,F
Nuzvid,N230744,570,8.5,8.4,8.35,8.7,F
Nuzvid,N231076,571,8.25,8.95,8.6,8.7,M
Nuzvid,N230551,572,8.0,8.8,8.4,8.7,F
Nuzvid,N230093,573,7.5,8.35,8.8,8.7,F
Nuzvid,N230043,574,9.0,7.95,7.4,8.69,F
Nuzvid,N230143,575,8.5,8.2,7.95,8.69,M
Nuzvid,N230885,576,8.25,8.75,8.0,8.69,F
Nuzvid,N231011,577,8.0,8.8,8.35,8.69,F
Nuzvid,N230638,578,9.0,8.55,8.1,8.68,M
Nuzvid,N230350,579,9.0,8.4,7.7,8.68,M
Nuzvid,N230508,580,8.5,8.95,7.95,8.68,F
Nuzvid,N231099,581,8.25,8.7,8.15,8.68,F
Nuzvid,N230225,582,8.75,8.75,7.7,8.67,M
Nuzvid,N230020,583,8.0,8.9,7.8,8.67,F
Nuzvid,N230605,584,9.25,8.15,7.8,8.66,M
Nuzvid,N230622,585,8.5,8.75,8.0,8.64,M
Nuzvid,N230274,586,8.5,8.15,7.6,8.64,F
Nuzvid,N231021,587,8.0,8.8,8.3,8.64,M
Nuzvid,N230988,588,7.75,9.0,8.45,8.64,M
Nuzvid,N230458,589,7.25,8.55,8.6,8.64,M
Nuzvid,N230300,590,9.25,8.95,7.9,8.63,M
Nuzvid,N230674,591,8.5,8.4,8.0,8.63,F
Nuzvid,N230631,592,8.0,9.2,7.9,8.63,M
Nuzvid,N230689,593,8.0,8.95,7.9,8.63,M
Nuzvid,N230995,594,8.0,8.6,8.15,8.63,M
Nuzvid,N230816,595,8.0,8.2,8.2,8.63,F
Nuzvid,N230895,596,7.75,9.0,8.15,8.63,M
Nuzvid,N230323,597,7.0,8.6,7.95,8.63,F
Nuzvid,N230750,598,8.25,8.6,8.2,8.62,F
Nuzvid,N230811,599,8.0,8.6,8.2,8.62,F
Nuzvid,N230036,600,7.75,8.8,7.75,8.62,F
Nuzvid,N230359,601,7.5,9.0,7.35,8.62,F
Nuzvid,N230783,602,8.25,8.8,8.4,8.61,F
Nuzvid,N230417,603,8.25,8.8,7.6,8.61,F
Nuzvid,N230228,604,7.25,8.6,8.6,8.6,F
Nuzvid,N230870,605,8.5,8.55,7.9,8.59,M
Nuzvid,N230492,606,8.0,8.6,8.15,8.59,F
Nuzvid,N230151,607,8.0,8.4,8.0,8.59,F
Nuzvid,N230046,608,7.75,8.15,8.8,8.59,F
Nuzvid,N230376,609,7.5,8.6,8.15,8.59,F
Nuzvid,N230389,610,7.25,9.0,8.2,8.59,F
Nuzvid,N230632,611,8.0,8.75,8.1,8.58,M
Nuzvid,N230313,612,7.5,8.6,8.4,8.58,F
Nuzvid,N230244,613,7.25,8.2,8.0,8.58,F
Nuzvid,N230700,614,8.25,9.2,8.0,8.57,F
Nuzvid,N230888,615,8.25,8.6,8.0,8.57,F
Nuzvid,N230428,616,8.25,8.4,7.6,8.57,F
Nuzvid,N230312,617,8.25,8.2,8.15,8.57,M
Nuzvid,N230465,618,6.5,8.0,8.35,8.57,F
Nuzvid,N230890,619,8.25,8.4,8.3,8.56,M
Nuzvid,N230547,620,7.0,8.8,8.2,8.56,F
Nuzvid,N230656,621,8.75,8.2,7.6,8.55,F
Nuzvid,N230965,622,8.5,8.95,8.2,8.55,F
Nuzvid,N230562,623,8.0,8.2,7.8,8.55,F
Nuzvid,N230834,624,7.0,8.4,8.4,8.55,F
Nuzvid,N231064,625,8.5,8.6,7.35,8.54,M
Nuzvid,N230572,626,7.25,9.0,7.6,8.54,F
Nuzvid,N230528,627,7.25,8.2,8.6,8.54,F
Nuzvid,N230262,628,7.75,8.6,8.2,8.53,F
Nuzvid,N230373,629,7.75,8.15,7.75,8.53,F
Nuzvid,N230684,630,7.0,9.0,8.15,8.53,M
Nuzvid,N230929,631,6.75,9.0,8.2,8.53,F
Nuzvid,N230349,632,8.5,8.4,7.8,8.52,F
Nuzvid,N230645,633,7.25,9.0,7.6,8.52,F
Nuzvid,N230702,634,7.75,8.8,8.15,8.51,M
Nuzvid,N230387,635,7.75,8.6,8.0,8.51,F
Nuzvid,N230537,636,7.5,8.4,8.2,8.51,F
Nuzvid,N230967,637,7.25,8.0,8.0,8.51,F
Nuzvid,N230334,638,8.0,9.0,8.1,8.5,M
Nuzvid,N230521,639,8.0,8.8,7.8,8.5,M
Nuzvid,N230906,640,8.0,8.4,7.9,8.5,M
Nuzvid,N230238,641,7.75,8.4,8.0,8.5,F
Nuzvid,N230074,642,9.5,8.35,8.05,8.49,M
Nuzvid,N230058,643,8.25,8.35,7.55,8.49,F
Nuzvid,N230246,644,7.75,8.6,8.15,8.49,M
Nuzvid,N231056,645,6.5,8.6,8.4,8.49,F
Nuzvid,N230751,646,8.0,8.15,8.0,8.48,F
Nuzvid,N230430,647,7.0,9.2,7.8,8.48,F
Nuzvid,N230846,648,8.25,8.7,8.3,8.47,M
Nuzvid,N230665,649,8.25,8.6,8.0,8.47,F
Nuzvid,N230728,650,8.25,8.2,8.15,8.47,M
Nuzvid,N230354,651,8.0,8.8,7.2,8.47,F
Nuzvid,N230260,652,7.75,8.6,7.5,8.47,M
Nuzvid,N230404,653,7.75,9.0,7.2,8.46,F
Nuzvid,N230868,654,7.75,8.4,7.8,8.46,F
Nuzvid,N230673,655,7.0,8.4,8.2,8.46,F
Nuzvid,N230200,656,8.5,8.4,8.0,8.45,F
Nuzvid,N230339,657,7.0,8.8,7.9,8.45,M
Nuzvid,N230298,658,9.0,8.0,7.2,8.44,F
Nuzvid,N230084,659,7.75,8.55,8.6,8.44,M
Nuzvid,N230467,660,7.75,8.55,7.8,8.44,M
Nuzvid,N230575,661,7.5,9.0,7.6,8.44,F
Nuzvid,N230366,662,7.25,8.6,8.0,8.44,F
Nuzvid,N231081,663,8.5,8.4,7.7,8.43,M
Nuzvid,N230999,664,8.25,8.55,7.95,8.43,F
Nuzvid,N230542,665,8.25,8.4,7.95,8.43,M
Nuzvid,N230569,666,8.0,8.55,7.6,8.43,F
Nuzvid,N230586,667,8.0,8.2,8.2,8.43,M
Nuzvid,N230234,668,7.5,8.8,8.2,8.43,F
Nuzvid,N230877,669,7.5,8.4,8.0,8.43,F
Nuzvid,N230971,670,7.25,8.35,8.35,8.43,F
Nuzvid,N230918,671,7.25,8.2,8.0,8.43,F
Nuzvid,N230511,672,6.75,8.2,8.4,8.43,F
Nuzvid,N230147,673,6.5,8.35,7.4,8.43,F
Nuzvid,N231080,674,7.5,8.15,8.1,8.42,F
Nuzvid,N231046,675,8.0,8.35,7.3,8.41,M
Nuzvid,N230818,676,7.75,7.8,7.4,8.41,F
Nuzvid,N230115,677,7.5,8.4,7.6,8.41,F
Nuzvid,N230030,678,8.25,8.6,7.8,8.4,M
Nuzvid,N230608,679,8.0,8.15,8.6,8.4,M
Nuzvid,N230872,680,6.75,8.35,8.1,8.4,M
Nuzvid,N230848,681,8.75,7.7,7.8,8.39,F
Nuzvid,N230978,682,8.0,8.15,8.2,8.39,F
Nuzvid,N231015,683,7.75,8.25,7.8,8.39,F
Nuzvid,N230420,684,7.5,8.6,7.8,8.39,F
Nuzvid,N230990,685,7.5,8.5,7.8,8.39,F
Nuzvid,N230581,686,8.0,8.55,8.2,8.38,M
Nuzvid,N230884,687,9.0,7.95,8.15,8.37,M
Nuzvid,N230667,688,8.25,8.55,8.15,8.37,M
Nuzvid,N230207,689,7.75,8.6,7.5,8.37,M
Nuzvid,N230798,690,7.75,8.15,8.0,8.37,F
Nuzvid,N230343,691,8.25,8.7,8.35,8.36,M
Nuzvid,N230266,692,7.25,8.4,7.8,8.36,F
Nuzvid,N230681,693,7.0,9.2,8.7,8.36,M
Nuzvid,N230535,694,7.75,8.0,8.4,8.35,M
Nuzvid,N230130,695,7.25,8.6,7.8,8.34,F
Nuzvid,N230012,696,7.25,8.3,8.0,8.34,F
Nuzvid,N230712,697,7.0,8.15,8.0,8.34,F
Nuzvid,N230641,698,7.0,8.0,7.4,8.34,M
Nuzvid,N230403,699,8.25,8.4,7.2,8.33,F
Nuzvid,N230233,700,8.0,8.8,7.8,8.33,F
Nuzvid,N230607,701,7.5,8.55,7.8,8.33,M
Nuzvid,N230380,702,7.5,8.4,7.8,8.33,F
Nuzvid,N230525,703,7.0,8.8,8.0,8.33,F
Nuzvid,N230398,704,6.5,9.0,7.8,8.33,M
Nuzvid,N230418,705,6.5,8.6,8.0,8.33,F
Nuzvid,N230856,706,8.25,9.0,7.9,8.32,M
Nuzvid,N230439,707,7.0,8.0,7.8,8.31,M
Nuzvid,N230218,708,8.0,8.15,7.5,8.3,M
Nuzvid,N230825,709,7.75,8.0,8.0,8.3,F
Nuzvid,N230196,710,8.5,8.4,7.3,8.29,M
Nuzvid,N230869,711,8.0,8.7,7.9,8.29,M
Nuzvid,N230598,712,8.0,7.95,7.8,8.29,M
Nuzvid,N230595,713,7.5,8.8,8.0,8.29,M
Nuzvid,N230272,714,7.0,8.1,8.0,8.29,F
Nuzvid,N230476,715,7.75,8.4,7.15,8.28,F
Nuzvid,N230626,716,7.5,8.15,7.8,8.28,M
Nuzvid,N230479,717,7.25,8.4,8.0,8.28,M
Nuzvid,N230534,718,6.75,8.6,7.6,8.28,F
Nuzvid,N230459,719,7.5,8.55,7.1,8.27,F
Nuzvid,N231000,720,7.5,8.4,8.35,8.27,F
Nuzvid,N230912,721,7.25,7.6,8.2,8.27,F
Nuzvid,N230664,722,6.5,8.75,8.1,8.26,M
Nuzvid,N231088,723,7.5,7.8,7.75,8.25,F
Nuzvid,N230051,724,6.5,8.35,7.95,8.25,F
Nuzvid,N230033,725,8.5,8.6,7.05,8.24,M
Nuzvid,N230769,726,6.5,8.4,8.0,8.24,F
Nuzvid,N230027,727,8.75,8.4,6.95,8.23,F
Nuzvid,N230269,728,7.25,8.2,7.2,8.23,F
Nuzvid,N230571,729,6.5,8.55,7.6,8.23,F
Nuzvid,N230271,730,7.5,7.8,6.95,8.22,F
Nuzvid,N230973,731,7.25,7.8,7.8,8.22,F
Nuzvid,N230442,732,7.5,8.2,7.6,8.21,F
Nuzvid,N231050,733,6.75,8.0,7.75,8.21,F
Nuzvid,N230406,734,6.25,8.1,7.6,8.21,M
Nuzvid,N231040,735,8.25,8.0,7.4,8.2,M
Nuzvid,N231009,736,7.75,7.55,7.8,8.19,F
Nuzvid,N230986,737,7.25,8.6,7.6,8.19,F
Nuzvid,N230687,738,7.25,8.0,7.7,8.19,M
Nuzvid,N230731,739,7.0,8.4,7.6,8.19,F
Nuzvid,N230326,740,7.0,8.0,8.0,8.19,F
Nuzvid,N230828,741,6.25,8.4,7.8,8.19,F
Nuzvid,N230509,742,7.75,8.3,7.75,8.18,M
Nuzvid,N230943,743,7.75,7.75,7.35,8.18,F
Nuzvid,N230789,744,7.5,8.0,7.6,8.18,F
Nuzvid,N230862,745,7.0,7.8,7.6,8.18,F
Nuzvid,N230464,746,6.75,8.0,7.8,8.18,F
Nuzvid,N230706,747,7.5,8.0,7.5,8.17,M
Nuzvid,N230765,748,6.5,8.4,7.8,8.17,F
Nuzvid,N230682,749,5.75,8.2,7.5,8.17,F
Nuzvid,N230666,750,8.25,7.8,6.95,8.16,M
Nuzvid,N230654,751,7.5,7.6,8.0,8.16,F
Nuzvid,N230925,752,6.0,7.8,7.6,8.16,F
Nuzvid,N230252,753,8.5,7.55,7.3,8.15,M
Nuzvid,N230766,754,8.0,8.4,7.1,8.15,M
Nuzvid,N230335,755,7.5,8.0,6.8,8.15,F
Nuzvid,N230541,756,7.25,8.4,7.2,8.15,F
Nuzvid,N230190,757,6.75,8.0,8.0,8.15,F
Nuzvid,N230429,758,5.75,8.0,7.75,8.15,F
Nuzvid,N230216,759,7.25,8.0,6.8,8.14,F
Nuzvid,N230771,760,7.0,8.2,7.6,8.14,F
Nuzvid,N230209,761,6.75,8.0,7.55,8.14,F
Nuzvid,N230249,762,6.0,7.95,7.55,8.14,F
Nuzvid,N231089,763,8.0,8.15,7.7,8.13,M
Nuzvid,N231096,764,8.0,7.7,6.95,8.13,F
Nuzvid,N230561,765,6.75,8.4,7.2,8.13,F
Nuzvid,N230568,766,6.75,8.4,7.2,8.13,F
Nuzvid,N230942,767,8.0,8.4,7.35,8.12,M
Nuzvid,N230522,768,8.0,8.2,7.0,8.12,F
Nuzvid,N230111,769,7.5,8.2,7.8,8.12,F
Nuzvid,N230545,770,7.25,7.75,7.8,8.12,M
Nuzvid,N230322,771,7.5,7.9,6.75,8.11,M
Nuzvid,N230351,772,6.75,8.0,7.6,8.11,F
Nuzvid,N230634,773,6.5,8.4,7.8,8.11,F
Nuzvid,N230042,774,6.5,7.7,7.6,8.11,F
Nuzvid,N230410,775,9.0,7.75,7.2,8.1,M
Nuzvid,N230741,776,6.75,8.15,8.0,8.1,F
Nuzvid,N230574,777,6.25,8.8,7.0,8.1,F
Nuzvid,N230512,778,6.25,8.0,7.6,8.1,F
Nuzvid,N230854,779,6.75,6.95,7.8,8.09,F
Nuzvid,N230747,780,6.75,8.5,7.4,8.08,F
Nuzvid,N230332,781,8.75,7.7,7.25,8.07,M
Nuzvid,N230309,782,6.25,8.8,7.6,8.07,F
Nuzvid,N230555,783,7.0,8.2,7.8,8.06,M
Nuzvid,N231002,784,7.0,7.45,7.55,8.06,F
Nuzvid,N230922,785,7.75,7.95,7.35,8.05,F
Nuzvid,N230844,786,7.0,8.1,7.5,8.05,M
Nuzvid,N230330,787,6.75,7.8,7.6,8.05,F
Nuzvid,N230139,788,6.75,7.6,7.2,8.05,F
Nuzvid,N230696,789,8.5,7.4,7.2,8.04,F
Nuzvid,N220392,790,6.75,8.0,7.8,8.04,F
Nuzvid,N230434,791,6.25,8.0,7.8,8.04,F
Nuzvid,N230311,792,6.0,7.8,7.4,8.04,F
Nuzvid,N230578,793,7.0,8.6,7.0,8.03,F
Nuzvid,N230378,794,6.75,8.2,7.6,8.03,F
Nuzvid,N230088,795,8.5,7.75,6.8,8.02,M
Nuzvid,N230259,796,7.5,7.5,7.15,8.02,F
Nuzvid,N230889,797,7.25,7.9,7.3,8.01,M
Nuzvid,N230773,798,6.75,7.75,7.4,8.01,F
Nuzvid,N230367,799,8.0,7.95,7.3,8.0,M
Nuzvid,N230849,800,7.25,7.9,7.0,8.0,F
Nuzvid,N230662,801,6.75,7.6,7.6,8.0,F
Nuzvid,N230281,802,6.5,8.4,7.1,8.0,M
Nuzvid,N230490,803,6.5,8.0,7.45,8.0,F
Nuzvid,N230107,804,7.0,8.6,7.1,7.99,F
Nuzvid,N230742,805,6.0,7.75,7.6,7.99,F
Nuzvid,N230317,806,7.5,7.6,7.15,7.98,M
Nuzvid,N231041,807,7.25,7.85,7.5,7.98,M
Nuzvid,N230489,808,7.0,8.8,7.35,7.98,F
Nuzvid,N230094,809,7.0,8.0,7.35,7.98,F
Nuzvid,N231008,810,6.25,7.95,7.75,7.98,F
Nuzvid,N230258,811,6.25,7.6,7.2,7.98,F
Nuzvid,N230618,812,7.0,8.0,7.4,7.97,M
Nuzvid,N230070,813,6.5,7.15,7.35,7.97,F
Nuzvid,N230202,814,6.0,8.0,7.35,7.97,F
Nuzvid,N230822,815,7.75,6.9,6.95,7.96,F
Nuzvid,N230924,816,7.0,7.9,7.55,7.96,F
Nuzvid,N231057,817,7.0,7.7,7.6,7.96,F
Nuzvid,N230803,818,6.5,7.55,7.6,7.96,F
Nuzvid,N230625,819,7.5,7.75,7.4,7.95,F
Nuzvid,N230549,820,7.25,8.3,7.8,7.95,M
Nuzvid,N230892,821,7.0,7.55,7.4,7.95,F
Nuzvid,N230847,822,6.75,8.2,6.8,7.95,F
Nuzvid,N230806,823,7.5,7.8,7.15,7.94,M
Nuzvid,N230531,824,6.5,8.15,7.35,7.94,M
Nuzvid,N230612,825,6.5,8.0,7.8,7.93,F
Nuzvid,N230917,826,6.25,7.75,7.8,7.92,F
Nuzvid,N230089,827,8.25,7.8,7.3,7.91,M
Nuzvid,N230091,828,6.5,7.55,7.8,7.91,F
Nuzvid,N230762,829,6.5,7.3,8.2,7.91,F
Nuzvid,N230113,830,5.75,8.0,8.4,7.91,F
Nuzvid,N230419,831,7.0,8.2,7.15,7.9,F
Nuzvid,N231045,832,7.0,8.15,7.35,7.9,M
Nuzvid,N230611,833,6.75,8.35,7.2,7.9,M
Nuzvid,N230930,834,7.5,7.8,7.2,7.89,M
Nuzvid,N230760,835,7.25,7.55,7.2,7.89,F
Nuzvid,N230055,836,7.0,7.7,6.95,7.89,F
Nuzvid,N230152,837,6.75,7.6,7.4,7.89,F
Nuzvid,N230320,838,6.0,7.8,7.2,7.89,F
Nuzvid,N230709,839,7.75,7.6,7.1,7.88,M
Nuzvid,N231016,840,6.75,8.0,7.05,7.88,M
Nuzvid,N230729,841,7.25,7.8,7.0,7.87,F
Nuzvid,N230486,842,6.75,7.95,7.35,7.87,M
Nuzvid,N230552,843,6.5,8.2,7.0,7.87,F
Nuzvid,N230516,844,7.75,7.35,7.0,7.86,M
Nuzvid,N230263,845,7.5,7.8,7.2,7.85,M
Nuzvid,N230838,846,6.25,8.2,7.6,7.85,F
Nuzvid,N230678,847,7.0,7.45,7.3,7.84,M
Nuzvid,N230016,848,6.75,8.1,7.15,7.84,F
Nuzvid,N230499,849,6.75,8.35,6.85,7.83,M
Nuzvid,N230732,850,6.75,7.55,7.2,7.83,F
Nuzvid,N230843,851,6.75,7.2,7.0,7.83,F
Nuzvid,N230768,852,5.75,8.0,7.35,7.83,M
Nuzvid,N231098,853,6.5,8.4,7.25,7.82,M
Nuzvid,N230540,854,7.0,7.35,6.8,7.81,M
Nuzvid,N230391,855,6.75,7.75,6.95,7.81,M
Nuzvid,N230386,856,7.5,7.2,7.2,7.8,F
Nuzvid,N230615,857,7.0,7.5,7.6,7.8,M
Nuzvid,N230221,858,6.75,7.6,6.9,7.8,M
Nuzvid,N230212,859,6.5,7.55,7.3,7.8,M
Nuzvid,N230237,860,5.75,8.4,7.2,7.79,F
Nuzvid,N230452,861,5.75,7.95,7.15,7.79,F
Nuzvid,N230947,862,7.0,7.5,6.95,7.78,F
Nuzvid,N230609,863,6.25,7.55,6.6,7.78,M
Nuzvid,N230623,864,7.0,7.8,7.2,7.77,F
Nuzvid,N231093,865,6.5,8.15,6.5,7.77,F
Nuzvid,N230821,866,6.25,7.55,7.6,7.76,F
Nuzvid,N230075,867,7.25,7.8,7.05,7.75,M
Nuzvid,N230319,868,7.0,8.0,6.5,7.75,F
Nuzvid,N230698,869,6.25,7.55,7.2,7.75,F
Nuzvid,N230393,870,6.75,8.4,7.05,7.74,M
Nuzvid,N230755,871,5.75,7.6,7.6,7.74,F
Nuzvid,N230052,872,7.5,7.95,6.8,7.72,M
Nuzvid,N230858,873,7.5,7.2,7.0,7.72,F
Nuzvid,N230114,874,6.75,8.4,6.9,7.72,M
Nuzvid,N231019,875,6.75,7.6,6.95,7.72,M
Nuzvid,N230053,876,7.5,7.6,6.6,7.71,M
Nuzvid,N230680,877,6.0,8.2,7.2,7.71,F
Nuzvid,N230948,878,6.0,7.4,7.35,7.71,F
Nuzvid,N230727,879,7.5,6.95,6.8,7.7,F
Nuzvid,N230044,880,7.0,7.4,6.4,7.7,F
Nuzvid,N220695,881,6.5,7.2,7.1,7.7,M
Nuzvid,N230177,882,6.5,7.15,6.75,7.7,M
Nuzvid,N230275,883,6.0,8.2,7.0,7.7,F
Nuzvid,N230122,884,6.5,8.0,6.2,7.69,F
Nuzvid,N230022,885,6.5,7.1,7.55,7.69,F
Nuzvid,N231101,886,6.25,7.9,6.75,7.69,F
Nuzvid,N230955,887,6.75,7.2,7.2,7.68,F
Nuzvid,N230136,888,6.5,7.7,7.2,7.68,M
Nuzvid,N230692,889,8.5,7.8,6.8,7.67,F
Nuzvid,N230593,890,7.25,8.0,6.2,7.67,F
Nuzvid,N230685,891,7.0,8.0,6.6,7.67,F
Nuzvid,N230661,892,6.25,7.4,6.6,7.67,F
Nuzvid,N231086,893,6.0,7.8,6.95,7.67,F
Nuzvid,N230953,894,7.25,8.0,7.0,7.66,M
Nuzvid,N230915,895,6.5,7.35,7.15,7.66,F
Nuzvid,N220303,896,6.0,7.6,6.8,7.66,F
Nuzvid,N230453,897,6.75,7.75,7.3,7.65,F
Nuzvid,N230648,898,6.5,7.35,7.0,7.65,F
Nuzvid,N230876,899,6.0,8.8,7.6,7.65,M
Nuzvid,N230966,900,6.75,7.15,7.35,7.64,F
Nuzvid,N230232,901,6.75,6.8,7.7,7.64,M
Nuzvid,N231065,902,7.5,7.8,6.75,7.63,M
